Comment ID,Author,Content,Publish Date,Like Count,Reply Count,Detected Language,Label
UgwryVk7S7DBiXq_2Tt4AaABAg,@SilviuCiprianIonescu,"i think this video got recommended because of my foot fetish, however, it was very educative. thanks mate",2025-11-08T20:07:28Z,0,0,en,0
UgyQjA5iA3xGR4o8Pyd4AaABAg,@frisianfreedom,I have a better way.,2025-11-05T21:59:27Z,0,0,en,0
Ugz01D8b0Ldma00eu514AaABAg,@TheSpiralAim,Min max your shoe tying game or you're not running a viable life meta.,2025-11-05T02:59:44Z,0,0,en,0
Ugxf1MJxUmn_LmtafD14AaABAg,@arymona,oh man i haven't used this technique in a while 😂😂 i've been using a technique I saw on five minutes craft and it's so fast and durable I don't think about it anymore,2025-11-03T14:55:00Z,0,0,en,0
Ugy5gWKJvD1pFVf3ZDN4AaABAg,@shamsulannuar7488,I will tie a double knot...its better.,2025-11-03T02:40:18Z,0,0,en,2
UgyhFbmp1OJ31gIenvl4AaABAg,@AstroNova881Gaming,"nah, berluti better",2025-11-02T11:48:37Z,0,0,Other,2
Ugx3laTYf__1GUKbnS94AaABAg,@thomasmeier3802,Not only with the Shoes tie against …. can be solved better,2025-11-02T10:52:11Z,0,0,en,0
UgyO5uo-bT0VFgOmSsd4AaABAg,@pinkfurryhat,i do the finger gun method and forgot how to do it the regular way lmao,2025-11-02T00:40:56Z,0,0,en,3
Ugxwi9Kcqb1ns4I26hZ4AaABAg,@s0dfish110,"""How to permanently tie your shoelaces"", Thats what this should have been called.",2025-11-01T22:57:16Z,0,0,en,0
UgxrR3qiJSqf-89eu9F4AaABAg,@wnose,Now try the Berluti method,2025-11-01T13:41:27Z,0,0,en,3
UgwoRxgqrZSrUUX0CuN4AaABAg,@CrimeVid,"I have no idea which way I tie my shoelaces, I fear that I'll fall over if I look !",2025-10-31T06:07:40Z,0,0,en,0
Ugw75H3qyIc40_dU4zx4AaABAg,@thrawn82,"wait, are you saying you tie a square knot into your shoe laces instead of a bow?",2025-10-29T15:22:54Z,0,0,en,3
UgwYfPp3bf8UwEa4QlJ4AaABAg,@enigma1863,I still have yet to see someone tie their shoes the way I do.,2025-10-29T01:09:01Z,0,0,en,0
Ugy_HmFwekdhxg1A4294AaABAg,@speedygreenie,No way. The Berluti Knot is the way to go. The Ian Secure Knot and the Surgeon's Shoelace Knot are great as well.,2025-10-28T19:40:35Z,0,0,en,0
UgwYcFHrAe_T7jNTcI94AaABAg,@AntonVanDerSar,"bro, there are like 40 ways to tie your shoelaces... not two ffs. We're not 4-year-olds lol.",2025-10-28T17:36:54Z,0,0,en,3
UgxOD7Y3dJX4uBLPQ5R4AaABAg,@-johnny-deep-,"Clear as mud.  ""clockwise around the loop"" - what the hell does that mean?",2025-10-28T15:20:52Z,0,0,en,0
Ugzgp1wbM0KdOcQauV54AaABAg,@-johnny-deep-,I don't get it.  Both ways seem equally tenuous and are easily undone by pulling on either end.,2025-10-28T15:18:55Z,0,0,en,4
UgyxxhI5T67Np4GGzWJ4AaABAg,@kiereluurs1243,"Clockwise or not is nonsense.
It depends on the direction you start in combination with the second phase.",2025-10-28T12:19:56Z,0,0,en,0
UgwhwkRKxGnmbT-0b_14AaABAg,@ClamMilkshake,You mean I don't have to use crazy glue?,2025-10-28T01:03:20Z,0,0,en,2
Ugzm96WZrHQSFuiKBhl4AaABAg,@KWAZ449,I went lace free and dont have to worry about it anymore.,2025-10-27T20:15:44Z,0,0,en,0
UgyltyBijii21Y3XDB54AaABAg,@rEviL0pm,Berluti knot is the way to go. Form and function.,2025-10-27T17:32:05Z,0,0,en,0
UgwBiDEiGVwKtrhn2ZF4AaABAg,@MiniPeca8,I don’t do either I just cross them and it looks like an X then put one through the middle of the bottom half of the X and pull then do that a couple more times and it looks like my shoe has dreads,2025-10-27T10:43:45Z,0,0,en,0
UgxkeACJTVRtcIAkcFR4AaABAg,@Santtuism,"Wrong! You are assuming the FIRST knot is always like you made on both cases. When you make first knot the opposite way, then counterclockwise wins. Check your basic starting point first. Please!!!!",2025-10-27T08:51:50Z,1,0,en,0
UgzTxtbizx4XZD_PtWp4AaABAg,@reluctantly_anthony,It's crazy how wrong this is..,2025-10-26T10:18:17Z,1,0,en,2
UgzFKHm8FGmEQUI2Hu94AaABAg,@jenpsakiscousin4589,I wonder how a tree climber / arborist ties his boots. 😊,2025-10-26T02:04:23Z,1,0,en,3
UgwQJZBZhQ115BBE58Z4AaABAg,@jenpsakiscousin4589,"I use stopper knots cut flush so I never have to tie them, slip on and off like",2025-10-26T02:03:45Z,0,0,en,0
UgxqgFsS_p4PcCgZfkx4AaABAg,@ianokeeffe,"One is a reef knot, one is a granny knot. The reef knot is more secure, but the granny knot is easier to open, so take your pick depending on how slippy your laces are 😊",2025-10-25T10:35:19Z,0,0,en,5
UgzqIjkxJqjnP8vgAXR4AaABAg,@caseydwayne,Is it clockwise to you or clockwise to me? Ah forget it I'll just stick to double knots,2025-10-23T05:59:55Z,0,0,en,3
UgxBrpCkN88BudoPgqV4AaABAg,@alejrandom6592,I do the topology trick shoelace knot,2025-10-22T23:06:18Z,0,0,en,2
UgwuU-2AgVDT3-eEIMJ4AaABAg,@havenomouth,what if you tie the bottom knot the other way,2025-10-22T14:20:09Z,0,0,en,0
UgzgfOwdaluhM0PVi_h4AaABAg,@arnehermann3417,Double-bunny ears for the win. Easy to undo and won't untie itself. Just do the normal bunny ears clockwise and then do it again.,2025-10-21T21:56:36Z,0,0,en,4
UgyKAGdr6u63UeNg6EV4AaABAg,@TeSeKo844,"When my 8 year old was playing football he pointed out that the knot on the shoe he tied lasted much better than the one I tied.
After a couple of reties I had to agree with him, and that is how I learned I've been doing it wrong.
I guess most people tie all nots in the same direction based on muscle memory. Changing direction in between knots does require some brain activity.
I still think about it everytime I tie my shoe laces.",2025-10-21T21:05:55Z,0,0,en,4
UgwYJmxutscdpxtqnu14AaABAg,@roberthartman8011,It would take me 20 years to break that habit 😂,2025-10-21T00:23:31Z,0,0,en,3
UgwZjhY90nITbpeRyj94AaABAg,@vivianaaaren8602,Bah. Two slip knots in succession it is. Although I think I do this one sometimes as well. Regular granny knots are annoying and I tripped and smashed my knee last time I hastily did that one.,2025-10-20T19:37:20Z,0,0,en,0
Ugyjjpd3C-08fVNvl0V4AaABAg,@CRASDFGH,Someone doesn't watch Matt Parker.  Might as well sing a song about a bunny while you take your time knotting those things.,2025-10-20T13:49:41Z,0,0,en,0
UgymtSe-B8NrOaWS8Mx4AaABAg,@lucasgroves137,"Is this AI? How could anyone with a brain make such a basic mistake? 😂 When you go ""around the loop,"" you've already tied the first part. The way you tied it matters. 🙄",2025-10-19T22:06:51Z,0,0,en,4
Ugz_MUe5m_iwI8rdbuR4AaABAg,@ferryvantichelen6521,"Bonus tip: tie the knot on the outside of your foot. That way you don't trip because of stepping on the lace from the other foot. (And when riding a bike your laces don't get wrapped around the pedals, but I guess that's only a problem in the Netherlands. All Dutch people will know what I am talking about)",2025-10-19T21:23:04Z,0,0,en,0
Ugw6w0NkASDHenIhozt4AaABAg,@wildenbehr9160,My show laces never come untied. Now I know why. I always make a square knot. Never knew till now,2025-10-19T17:24:01Z,0,0,en,0
UgxB11h2Ou7qg0j8hnB4AaABAg,@darksideXLable,"Ha. Got this recommended only now. I was in the counter-clockwise camp until about 6 years ago. I was at a clothing atelier picking up some dress shoes and mentioned to the attendant that the shoelaces come undone on these very easily. He said. 'You're probably tying it wrong'. I was like 'err I'm ld enough to know how to tie them, no?' He proceeded to demonstrate the very thing shown here. I took it to heart, sat down for 30 minutes and proceeded to tie a shoe this way non stop. Went into muscle memory and I have not looked back since😉",2025-10-19T09:51:38Z,0,0,en,0
UgyimfqP6DP46dthDJR4AaABAg,@JesseGilbride,My grandfather knew a way to tie shoelaces such that pulling the wrong (of the two) lace meant the resulting knot was extremely difficult to unravel. I wish I remembered to pay attention to how he did it.,2025-10-18T23:30:32Z,0,0,en,3
UgxNtlVsqXxhw-VRZwJ4AaABAg,@JohnJohnson-fr5cx,I don’t tie my shoes either way. Bunny ears til tha grave,2025-10-18T17:08:55Z,0,0,en,2
Ugy1LJ__7u7wyxeKN-B4AaABAg,@ev.is.painting,bunny ears all the way,2025-10-17T23:23:26Z,0,0,en,2
UgzLkft15tm-jUpRAo14AaABAg,@Stevelight80,"I've known about the strengths of the square knot for years, but I finally forced myself to tie my shoelaces about a year ago that way. I found the clockwise around the loop too difficult a habit to break, so I instead tied the underlying twist counterclockwise, which was way easier to get myself to do.",2025-10-17T19:02:35Z,0,0,en,0
Ugzzjngjq24jTj578hF4AaABAg,@cptnquick,"This is legit. If you often have to stop to retie your shoelaces, try tying the opposite direction. Worked for me, and I’ve been doing it for years.",2025-10-17T01:11:25Z,0,0,en,0
Ugx6MfyeZd7P2LrRK7F4AaABAg,@TiredOfTheBSinWA,"what is wrong is the presumption that you know better and most of us are wrong.  I can tell you that I have been tying my shoes the same way for more than 50 years and they have stayed on the whole time.  From Army boots to running shoes, I never had a problem.  So perhaps you don't need to give a condescending lesson in shoe tying to your audience.  Point your ""math"" to something that matters.",2025-10-16T15:30:57Z,0,0,en,4
UgwQ4G9P1Hl5EtFXNeN4AaABAg,@Soupertrouper,Use the Swedish method and it won’t matter which way you loop the second trefoil. Simply pass the loop (or bunny ear) back under the centre knot for a second time before pulling it tight. It’s very secure but easy to undo.,2025-10-16T11:09:55Z,0,0,en,0
UgzS6_2_akJKJuBAsP54AaABAg,@Tdressing,Velcro !,2025-10-16T02:52:41Z,0,0,Other,2
UgyGcCdPlFnUPPwKxvx4AaABAg,@Hungusmungus,"It’s not 1840, just buy some elastic laces for $6, and save yourself hours of life tying laces.",2025-10-15T15:42:14Z,0,0,en,0
UgyIkTnZhn_jO_It2X54AaABAg,@thexchox1554,I do bunny ears and it works,2025-10-15T05:51:20Z,0,0,en,2
UgzJaBFVF89FvetjL254AaABAg,@gomezfriesen,"I quickly learned that 15 years ago, when I was working for an Italian wine maker, in their fields training the new grape vines along the wire. He made me redo the rows I was working on because I was tiing them wrong.
I have never tied that knot wrong ever since.",2025-10-15T02:34:16Z,0,0,en,3
UgxGj-MwZj5b4ZVr1UV4AaABAg,@𱘇,Now try to untie it,2025-10-14T21:45:55Z,0,0,en,3
Ugy212eeaG80ixt_K7x4AaABAg,@kramerica2k10,I've never tied my shoes like either of these ways in my life.....and I'm 50.,2025-10-14T21:23:08Z,0,0,en,0
Ugyj3T23SN1u9Y7x8tV4AaABAg,@markfrye9178,What about the new way..?  Slip ons.,2025-10-14T21:19:32Z,0,0,en,0
UgxmJ6fGgCoxXH17C6F4AaABAg,@FinBoyXD,"Wtf, I don't do either of those.",2025-10-14T13:17:04Z,0,0,en,2
Ugw_zsLD_A76FQktATB4AaABAg,@chrishelbling3879,"Best part of now being retired, my shoes have velcro straps.",2025-10-14T06:50:19Z,0,0,en,3
UgyLl45py2Utnbi50I54AaABAg,@FentonNewsome,I do neither I make two loops and tie those like it’s the first knit you tie,2025-10-14T03:02:13Z,0,0,en,3
UgwAwivvlLJVilwp1kN4AaABAg,@danielchrisronan2281,Rabbit ears bro. I've been doing it clockwise since I could tie my shoes & didn't even know it. 😂,2025-10-14T01:01:46Z,0,0,en,3
UgydHCqAsmWD_Jzcvvp4AaABAg,@cloel2298,expand on this so we can do it right,2025-10-13T17:53:10Z,0,0,en,0
UgxcWurHkGYVoeNDdqF4AaABAg,@BimmerWon,I do a double underlace before double knotting them.,2025-10-13T13:33:18Z,1,0,en,0
UgxjvDr3glDJGL4z_At4AaABAg,@BimmerWon,My thinking about how to tie my shoes it’s making it harder for me to just remember how to do it.,2025-10-13T13:31:25Z,2,0,en,0
Ugy7_3LZzyc-8m3TWuZ4AaABAg,@glenmorrison8080,"""Over and then under"" is the square know guidance.",2025-10-12T19:22:31Z,0,0,en,3
UgzUJ6PUJ5KM3csNWkN4AaABAg,@tomoakhill8825,"This is utterly wrong. It depends on the FIRST looping. You want to tie a reef knot, (also called a square knot). This knot is formed by tying a left-handed overhand knot between two ends, and then a right-handed overhand knot via the same procedure, or vice versa. In Varitasium's words counterclockwise followed by clockwise. But clockwise followed by counterclockwise works just as well. So when Veritasium tells you to always make the second one clockwise, he is making the false assumption that everyone makes the first counterclockwise, with no reason to believe that is true.",2025-10-12T18:50:25Z,0,0,en,5
Ugw17cjh70-AsueLaiZ4AaABAg,@IanWaldrop,"I haven’t tied my shoes in 20 years, and they never come undone.",2025-10-11T05:14:03Z,0,0,en,0
UgwffcbAyUeqyVyuwf54AaABAg,@MatthewBarncord,Berluti knot beats both,2025-10-10T23:12:47Z,0,0,en,0
UgwvUmFZp0So_HM3gaV4AaABAg,@Nigelrathbone1,"Nah dude, square knot to hard to undo.
The Berlutti knot is superior. Google it.",2025-10-10T23:03:23Z,0,0,en,4
Ugy1PFcI1YJf9cHmdkp4AaABAg,@marcthomas5641,Thàts gay,2025-10-10T13:19:14Z,0,0,Other,1
Ugzil8WcbXVJ99BPloh4AaABAg,@snterp,Doesn't everyone do that?,2025-10-08T20:47:17Z,0,0,en,0
UgzosbQbChpPOBuB5Sh4AaABAg,@CaptainBlackass,"left over right, go under, pull it tight.
loop with the right side, make the left a double wrap around the loop, then pull it all through to make 2 loops. 

that double wrap has worked for me for over 10 years. my laces might loosen a little after a year on the shoes, but drawstrings on shorts/sweats/TKD uniform never come undone. and if you need to untie, you just pull both ends of the laces and it comes apart easily. i did that to my kids' shoes before they could tie on their own, and i NEVER had to worry about laces coming undone. i will teach it to them one day, but they like slip on shoes.🤦🏾‍♂️",2025-10-08T13:53:59Z,0,0,en,5
UgwD_lV7Zz9EJJ3AlrV4AaABAg,@machineresolve485,"Square knot: right over left, left over right 🪢",2025-10-08T02:34:03Z,1,0,en,3
UgyhRkj7jUX3mkSaf7N4AaABAg,@dhuskins,"Left over Right, then Right over Left. That is all you have to know (other than you can reverse it and it works just as well…)

Describing the second half of making a square knot without describing the first half will cause half the people to fail as the first half dictates how the second half is done.",2025-10-07T19:48:46Z,0,0,en,5
Ugz2zaDFe7OqnvnMmkZ4AaABAg,@Buoyant_Armiger,"I'm unfamiliar with both ways of tying shoelaces shown here, thank you and goodbye",2025-10-06T20:22:05Z,0,0,en,0
UgziFT215N_N3JEW84J4AaABAg,@Shadowwolf975,"yup, learned that in the scouts, square knot is the stronger knot.",2025-10-04T07:16:54Z,0,0,en,0
UgxCUA6VR9MhZg7JlG54AaABAg,@wrussum1,"Dislike: Example does not use ""bows"".",2025-10-04T02:03:49Z,0,0,Other,4
Ugxi6TK9vb9-P4VtDVB4AaABAg,@Phahr,"Before I finish watching, this is likely the box knot vs granny knot. When tying the first cross, go left over right. Then with bunny ears go right over left. Or vice versa, as long as the order is alternated. Doing the same order in a row is a granny knot.",2025-10-04T00:42:28Z,0,0,en,0
UgwW39-GvgSCSsMxNNN4AaABAg,@zuphix1802,Disappointed this wasn't an Ian knot explanation,2025-10-03T14:16:28Z,0,0,en,0
UgxP19fHDg2HMX6Ve2N4AaABAg,@Stigmochelys,It’s easier to change the way you do the first tie,2025-10-03T13:48:25Z,0,0,en,0
Ugx-0XuJ31fa0Epuxet4AaABAg,@bouipozz,There is another way that takes about a quarter of the time. Cant really explain it in a comment but found it on Lifehacker years ago and it's probably saved me hours since then.,2025-10-02T21:39:46Z,0,0,en,0
UgwDC0nNDHAfPsxLzr14AaABAg,@mattb596,Wear crocs. Shoelaces are not a problem😂,2025-10-02T08:36:00Z,0,0,en,2
UgxXJjLTnH2WDLIysIR4AaABAg,@janwide72,"Always done right, good instructor…",2025-10-01T12:12:34Z,0,0,en,2
UgzLD6XhnJOoDRseF6V4AaABAg,@mightyenigma1,"I prefer the surgeon's knot when using thick round bootlaces, as it keeps the base bend from loosening before applying the second bend",2025-10-01T06:01:39Z,0,0,en,5
UgyIJ4XUZYil_1hhnjJ4AaABAg,@Marcel-eg9bz,"Y'all, I've double knotted all my laces since childhood, and I've never had to re-lace my shoes.",2025-10-01T01:35:10Z,0,0,en,3
Ugyiew5aImkeyNtgwSF4AaABAg,@BillySquire-s5u,I already do,2025-09-30T17:45:51Z,0,0,Other,2
UgxTA3obq50WGbr0Iop4AaABAg,@phillthomas2806,It's a Reef Knot.,2025-09-30T14:29:25Z,0,0,en,0
Ugz2euPKRE-ycnoG86Z4AaABAg,@Fleek.Master,"Everyday it’s a new thing, I don’t sleep right, I don’t breathe right, I don’t walk right, I don’t sit right… and now this…
I’ll just switch to slip ons.",2025-09-29T22:14:15Z,0,0,en,3
Ugy2PXdG5B_RgxZsznt4AaABAg,@ww6156,"You can't just say ""clockwise"" or ""counter clockwise"" I can tie a square knot either way depending on how I do the first overhand",2025-09-29T07:53:48Z,0,0,en,4
UgwEApVcnFG8NmHKNXx4AaABAg,@largininesssi,"please cover it more with your next next time, i was able to see some of it",2025-09-28T22:25:00Z,0,0,en,2
UgwU7e1nly_WcH2PT3p4AaABAg,@pieintheskyarenal,"push the bunny ear through the hole TWICE, not once, and you will be fine.",2025-09-28T04:29:22Z,0,0,en,3
UgzVtKZqGmxoJkYWMiB4AaABAg,@rewolff2,I figured this out myself and changed my shoe-tying habbit about a decade ago. (Then in my fourties),2025-09-27T20:15:31Z,0,0,en,0
Ugyyj9H11R4d4dofN-R4AaABAg,@Hip.Username,"I'm left handed and go clockwise, I always thought my bows look less pretty and therefore inferior.",2025-09-27T06:18:30Z,0,0,en,3
Ugypky6IDpCFRj7mQ294AaABAg,@Sm0tty,"The best way is to put the loop through a second time. Just as easy to untie, but practically never comes undone",2025-09-27T06:18:07Z,0,0,en,4
UgwV7Wsqmh6MMD4NPa54AaABAg,@ericwheelhouse4371,"I do neither. The second clip example is exactly what I do. Extremely hard to explain but lace over thumb and index on one, over index then thumb on the other. Grab in between one another and pull slipping through.",2025-09-27T06:16:17Z,0,0,en,0
Ugzf1fFmlKxoOqaZzH54AaABAg,@projectmoonlight7413,"I don't do either.
I do bunny ears.",2025-09-26T13:47:35Z,0,0,Other,0
UgwbRYH3x9IST9dDyit4AaABAg,@TheSingularitarian,Berluti knot,2025-09-26T05:04:07Z,0,0,Other,0
Ugzmmo57lWmLS--RXqR4AaABAg,@bottomofthemap696,This is incredibly stupid if people are doing of course not the other way this proves nothing,2025-09-26T02:23:06Z,0,0,en,0
UgzQRKqnRLc3KhPw2kd4AaABAg,@YunxiaoChu,Wouldn't it depend on which foot?,2025-09-25T07:08:24Z,0,0,en,3
UgxL40vZZPw5_nmXfSl4AaABAg,@rmjarre,There used to be a time when I thought Veritasium don’t resort to ill-thought out clickbait nonsense. Sadly no longer!,2025-09-25T06:00:41Z,0,0,en,2
Ugw2clP7EGdx7ZSeHy14AaABAg,@Chimera_Photography,Bunny ears have never failed me 😅,2025-09-25T04:04:06Z,0,0,en,2
UgwRSTinC4JlGUPnEsp4AaABAg,@getime264,I do the no loop method where you just pull two ropes and then you have your tied laces in under a second. This method is far more superior.,2025-09-23T13:08:17Z,0,0,en,0
UgyH93t0aO2lxuV3B194AaABAg,@iamgoingtodie0-p5d,Why do two anyway? Does everyone do that? I just do one and then wrap a bunny ear. Wtf is this?,2025-09-23T05:46:39Z,0,0,en,3
UgzZqtny6rm3YMXA5DR4AaABAg,@claudemiropacheco,"After 51 years on this earth, I learned this",2025-09-22T15:46:29Z,0,0,en,0
UgyMRdMl7gIhoIZoaSt4AaABAg,@CanadianLoveKnot,Since tying my laces is ingrained in muscle memory the easy fix is the starter loop to first tie it clockwise and my tie my laces counter-clockwise 😊,2025-09-22T03:44:12Z,0,0,en,3
UgwQVpnRHq4oBjRJty94AaABAg,@otisgt,"I actually do it this way and never realized. I have, however realized that my shoes stay tied a really long time and my bow is parallel to the laces. 

To me it seems more natural. My right hand brings right side over left side then pinches both sides together, while my left hand throws the original right side around and through for the first knot. For the second, my right hand brings the right side to loop around my left thumb, then I pinch with my right hand while the left hand brings the original left side over and through.  For both parts, my right hand initiates then pinches, while the left completes the pull through. To me it feels awkward to do it differently.",2025-09-22T01:48:34Z,0,0,en,4
UgwiYypnzM5CSRHotqh4AaABAg,@doctorcloudbase,"Watch any one of the ‘tie your laces in 2 seconds’ videos for a REALLY good deconstruction/reconstruction on lace-tying and save minutes of your life every year! And yes, knot theory is awesome",2025-09-21T00:42:00Z,0,0,en,5
Ugx0WtjrQNmKGUtpI8d4AaABAg,@andrewspears8891,"I personally like to tie my shoe laces with a double slip reef knot, it's never failed me yet.",2025-09-20T13:03:02Z,0,0,en,3
UgzFBHZIuxnG6jalfst4AaABAg,@KerptacularGaming,It's not about clockwise or counterclockwise. It depends on how the original part of the knot is done.,2025-09-20T07:43:24Z,0,0,en,0
UgxKS9mLBB8NJyEqCjd4AaABAg,@RCBengineering,Worked for me 👍🏻,2025-09-19T21:21:20Z,0,0,Other,2
UgwWOWiMb85ADGpCkIl4AaABAg,@robertchu1101,"I don't know what type of knot it's called the way I tied my shoelaces - different than both these shown.  But I do the loops in two separate knot on top of a half knot.  Learned it from my grandmother like when I was 2 yrs old, and shoelace never came undone on its own, but still easy to untie when I want to.",2025-09-19T09:17:01Z,0,0,en,3
Ugy2l8iPVmTR9MPDyfh4AaABAg,@berndeckenfels,Uh what person uses square nots?,2025-09-18T20:15:27Z,0,0,en,0
UgybBEhJn53_KSefSuN4AaABAg,@zookytar,I've started doing this. Not sure I notice a difference in how well it stays tied,2025-09-17T12:33:22Z,0,0,en,3
Ugz-WSXCCCUAWaKHEmB4AaABAg,@joas162,My brain is in a knot now trying to visualize the difference between these two 🤯,2025-09-16T09:45:06Z,0,0,en,0
Ugxl4e9L-x5U-8DVnnl4AaABAg,@dangolfishin,I do the remedial technique. Two loops tied together. No wrapping around involved,2025-09-11T23:18:53Z,0,0,en,0
Ugzr7FXFn-DCv-ugOdp4AaABAg,@Leonidas_L._Lionheart,FINALLY! I'm doing SOMETHING right in my life for a cuange... xD,2025-09-11T18:27:55Z,0,0,en,0
UgxTKUGm7GcSLiMVmiB4AaABAg,@ChiragSahajwani,Even the square knot doesn't last for more than 2 hours in my dhoes,2025-09-11T12:16:35Z,0,0,en,0
Ugzl0ix8Js0fd4IHKZN4AaABAg,@porgguy4962,Where are the loops? This gave me absolutely nothing. No one ties their shoes like either one of these ways.,2025-09-10T18:14:57Z,0,0,en,4
UgzmvoYES6TLC-haS994AaABAg,@unknown-rx6qj,"Ummm... or... instead of leaving the shoe lace ends where they end up, should u happen to tie a granny...
   Simply switch the shoe lace ends to the opposite sides, grab the loops & tug holding both...  shoe lace end & a loop, on the same side...
& presto......
Mirror imaged...

Ofcourse this is assuming people grab the correct shoe lace end after circling the loop & pull it to the correct side...
Overthinking 😅",2025-09-10T09:36:00Z,0,0,en,5
Ugxd2ASyIrmuQHdhS_x4AaABAg,@zakizaheer,Depends. If you’re in Australia you’d have to go the other way due to the spin of the earth.,2025-09-10T02:03:56Z,0,0,en,0
Ugxd13mQaOapcJPCV9F4AaABAg,@ethzero,"BDSM 101. Thanks, Derek! 👍",2025-09-09T19:24:11Z,0,0,Other,0
UgyJc4_2RArm3k9cMN14AaABAg,@royharkins7066,I’ve discovered a neat way to tie shoe laces when you don’t have your boots on !,2025-09-08T21:21:20Z,0,0,en,0
UgzkzmFdBkRGGoh5uCl4AaABAg,@nickfischer8510,"naaaaahhhh...Berluti Knot is still the best.

Google it",2025-09-08T07:50:08Z,0,0,en,2
Ugw_M_tNxhjLGjIPbhl4AaABAg,@Daniel57_original,i use velcro,2025-09-07T03:42:18Z,0,0,Other,2
UgyTp0bWBxWoT8Nqurt4AaABAg,@gloryaday480,At this point I think I need to start life over.,2025-09-05T05:09:34Z,0,0,en,0
UgxLlNdZ-1602U9Zupp4AaABAg,@MrShadowy1,Well my man it depends on which way you went BEFORE the loop.,2025-09-04T10:17:04Z,0,0,en,0
Ugxz7jF_CfdBmeEMHdR4AaABAg,@COG-d6m,I do it the Asian way,2025-09-04T07:00:44Z,0,0,en,0
UgzoSdvfrsh0WBuOf854AaABAg,@bazzatron9482,False. Ian knot is faster to tie and never lets me down. I have never bothered to learn this convoluted knot...! 😂,2025-09-03T12:27:28Z,0,0,en,0
UgyBtmjw-FEwZ6z4Q2B4AaABAg,@Grumbholdt,Depends on which hemisphere you're in,2025-09-03T04:55:05Z,0,0,en,0
UgzeEUi1YuUeSxVzmad4AaABAg,@andrewbahr1921,"Rule of Thumb: right over left, left over right
doesnt really matter as long as they are opposite",2025-09-03T00:53:31Z,0,0,en,4
UgztckAOeSYOffe2XxB4AaABAg,@nelsonthibeau3303,the square knot is listed as the most dangerous knot because you can  shake it loose .. the correct way to tie laces is to wrap twice to make the second ear or bow .. do that and just grab the tag end and lift your foot off the ground and you'll see it doesn't untie,2025-09-02T02:22:04Z,0,0,en,5
UgzYCsgN1dn6PEYbntN4AaABAg,@EDWalker777,"Who th'fk still ties thier shoes? Get some Sketchers slip-ins, or equivalent, and get over it! Welcome to the 21st century.",2025-09-01T19:01:27Z,0,0,en,4
